paper_id,role,stratum,identifier_type,identifier,doi,title,journal,year,url
29085330_Allen_2017,gold (carries answers),epilepsy,PMID,29085330,10.3389/fneur.2017.00544,Dysfunctional Brain Networking among Autonomic Regulatory Structures in Temporal Lobe Epilepsy Patients at High Risk of Sudden Unexpected Death in Epilepsy,Frontiers in neurology,2017,https://pubmed.ncbi.nlm.nih.gov/29085330/
29097780_Yamasaki_2017,gold (carries answers),epilepsy,PMID,29097780,10.1038/s41598-017-15015-2,In Vivo Monitoring for Regional Changes of Metabotropic Glutamate Receptor Subtype 1 (mGluR1) in Pilocarpine-Induced Epileptic Rat Brain by Small-Animal PET,Scientific reports,2017,https://pubmed.ncbi.nlm.nih.gov/29097780/
29163352_Colnaghi_2017,gold (carries answers),epilepsy,PMID,29163352,10.3389/fneur.2017.00595,Parahippocampal Involvement in Mesial Temporal Lobe Epilepsy with Hippocampal Sclerosis: A Proof of Concept from Memory-Guided Saccades,Frontiers in neurology,2017,https://pubmed.ncbi.nlm.nih.gov/29163352/
29182639_Neumann_2017,gold (carries answers),epilepsy,PMID,29182639,10.1371/journal.pone.0187330,Mycophenolate mofetil prevents the delayed T cell response after pilocarpine-induced status epilepticus in mice,PloS one,2017,https://pubmed.ncbi.nlm.nih.gov/29182639/
29190809_OrtegaMoreno_2017,gold (carries answers),epilepsy,PMID,29190809,10.1371/journal.pone.0188978,Molecular diagnosis of patients with epilepsy and developmental delay using a customized panel of epilepsy genes,PloS one,2017,https://pubmed.ncbi.nlm.nih.gov/29190809/
29234303_Misra_2017,gold (carries answers),epilepsy,PMID,29234303,10.3389/fneur.2017.00636,A Study of Super Refractory Status Epilepticus from India,Frontiers in neurology,2017,https://pubmed.ncbi.nlm.nih.gov/29234303/
29255203_Nemes_2017,gold (carries answers),epilepsy,PMID,29255203,10.1038/s41598-017-17377-z,"Growth Associated Protein 43 (GAP-43) as a Novel Target for the Diagnosis, Treatment and Prevention of Epileptogenesis",Scientific reports,2017,https://pubmed.ncbi.nlm.nih.gov/29255203/
29269775_Hosford_2017,gold (carries answers),epilepsy,PMID,29269775,10.1038/s41598-017-18237-6,Ablation of peri-insult generated granule cells after epilepsy onset halts disease progression,Scientific reports,2017,https://pubmed.ncbi.nlm.nih.gov/29269775/
29273763_Tang_2017,gold (carries answers),epilepsy,PMID,29273763,10.1038/s41598-017-18416-5,Interactions between GHRH and GABAARs in the brains of patients with epilepsy and in animal models of epilepsy,Scientific reports,2017,https://pubmed.ncbi.nlm.nih.gov/29273763/
29276500_Xia_2017,gold (carries answers),epilepsy,PMID,29276500,10.3389/fneur.2017.00658,Initial Response to Antiepileptic Drugs in Patients with Newly Diagnosed Epilepsy As a Predictor of Long-term Outcome,Frontiers in neurology,2017,https://pubmed.ncbi.nlm.nih.gov/29276500/
29351559_Hameed_2018,gold (carries answers),epilepsy,PMID,29351559,10.1371/journal.pone.0191392,Characterisation of ictal and interictal states of epilepsy: A system dynamic approach of principal dynamic modes analysis,PloS one,2018,https://pubmed.ncbi.nlm.nih.gov/29351559/
29367722_Chiang_2018,gold (carries answers),epilepsy,PMID,29367722,10.1038/s41598-018-19925-7,Slow moving neural source in the epileptic hippocampus can mimic progression of human seizures,Scientific reports,2018,https://pubmed.ncbi.nlm.nih.gov/29367722/
29416524_Zhou_2017,gold (carries answers),epilepsy,PMID,29416524,10.3389/fneur.2017.00750,Homozygous TBC1D24 Mutation in a Case of Epilepsia Partialis Continua,Frontiers in neurology,2017,https://pubmed.ncbi.nlm.nih.gov/29416524/
29420639_Packer_2018,gold (carries answers),epilepsy,PMID,29420639,10.1371/journal.pone.0192182,Cognitive dysfunction in naturally occurring canine idiopathic epilepsy,PloS one,2018,https://pubmed.ncbi.nlm.nih.gov/29420639/
29422541_Bertoncello_2018,gold (carries answers),epilepsy,PMID,29422541,10.1038/s41598-018-20897-x,Micronization potentiates curcumin's anti-seizure effect and brings an important advance in epilepsy treatment,Scientific reports,2018,https://pubmed.ncbi.nlm.nih.gov/29422541/
29422636_Choudhary_2018,gold (carries answers),epilepsy,PMID,29422636,10.1038/s41598-018-20676-8,Childhood epilepsy and ADHD comorbidity in an Indian tertiary medical center outpatient population,Scientific reports,2018,https://pubmed.ncbi.nlm.nih.gov/29422636/
29467714_Zahnert_2018,gold (carries answers),epilepsy,PMID,29467714,10.3389/fneur.2018.00038,Brivaracetam in the Treatment of Patients with Epilepsy-First Clinical Experiences,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/29467714/
29476105_Nguyen_2018,gold (carries answers),epilepsy,PMID,29476105,10.1038/s41598-018-21656-8,mTOR-dependent alterations of Kv1.1 subunit expression in the neuronal subset-specific Pten knockout mouse model of cortical dysplasia with epilepsy,Scientific reports,2018,https://pubmed.ncbi.nlm.nih.gov/29476105/
29479337_SanJuan_2018,gold (carries answers),epilepsy,PMID,29479337,10.3389/fneur.2018.00065,Successful Treatment of a Drug-Resistant Epilepsy by Long-term Transcranial Direct Current Stimulation: A Case Report,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/29479337/
29497072_Liu_2018,gold (carries answers),epilepsy,PMID,29497072,10.1038/s41598-018-21669-3,Preoperative Heart Rate Variability as Predictors of Vagus Nerve Stimulation Outcome in Patients with Drug-resistant Epilepsy,Scientific reports,2018,https://pubmed.ncbi.nlm.nih.gov/29497072/
29515159_Wickham_2018,gold (carries answers),epilepsy,PMID,29515159,10.1038/s41598-018-22554-9,Prolonged life of human acute hippocampal slices from temporal lobe epilepsy surgery,Scientific reports,2018,https://pubmed.ncbi.nlm.nih.gov/29515159/
29520250_Seneviratne_2018,gold (carries answers),epilepsy,PMID,29520250,10.3389/fneur.2018.00036,Characteristics of Epileptiform Discharge Duration and Interdischarge Interval in Genetic Generalized Epilepsies,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/29520250/
29543825_Li_2018,gold (carries answers),epilepsy,PMID,29543825,10.1371/journal.pone.0193691,Detection of epileptic seizure based on entropy analysis of short-term EEG,PloS one,2018,https://pubmed.ncbi.nlm.nih.gov/29543825/
29551988_Page_2018,gold (carries answers),epilepsy,PMID,29551988,10.3389/fneur.2018.00099,Digital Care in Epilepsy: A Conceptual Framework for Technological Therapies,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/29551988/
29593628_Beheshti_2018,gold (carries answers),epilepsy,PMID,29593628,10.3389/fneur.2018.00107,Gray Matter and White Matter Abnormalities in Temporal Lobe Epilepsy Patients with and without Hippocampal Sclerosis,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/29593628/
29593629_Chen_2018,gold (carries answers),epilepsy,PMID,29593629,10.3389/fneur.2018.00113,Risk of Microangiopathy in Patients with Epilepsy under Long-term Antiepileptic Drug Therapy,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/29593629/
29596486_Brabcová_2018,gold (carries answers),epilepsy,PMID,29596486,10.1371/journal.pone.0195225,Psychometric properties of the Czech version of the Stigma Scale of Epilepsy,PloS one,2018,https://pubmed.ncbi.nlm.nih.gov/29596486/
29615959_Balottin_2018,gold (carries answers),epilepsy,PMID,29615959,10.3389/fneur.2018.00160,Rorschach Evaluation of Personality and Emotional Characteristics in Adolescents With Migraine Versus Epilepsy and Controls,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/29615959/
29632387_Chen_2018,gold (carries answers),epilepsy,PMID,29632387,10.1038/s41598-018-23336-z,The focal alteration and causal connectivity in children with new-onset benign epilepsy with centrotemporal spikes,Scientific reports,2018,https://pubmed.ncbi.nlm.nih.gov/29632387/
29632513_Unterberger_2018,gold (carries answers),epilepsy,PMID,29632513,10.3389/fneur.2018.00195,Risky Decision Making in Juvenile Myoclonic Epilepsy,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/29632513/
29634780_KerenAviram_2018,gold (carries answers),epilepsy,PMID,29634780,10.1371/journal.pone.0195639,Proteomic analysis of human epileptic neocortex predicts vascular and glial changes in epileptic regions,PloS one,2018,https://pubmed.ncbi.nlm.nih.gov/29634780/
29674629_Xue_2018,gold (carries answers),epilepsy,PMID,29674629,10.1038/s41598-018-24644-0,Genetic (idiopathic) epilepsy with photosensitive seizures includes features of both focal and generalized seizures,Scientific reports,2018,https://pubmed.ncbi.nlm.nih.gov/29674629/
29679985_Phabphal_2018,gold (carries answers),epilepsy,PMID,29679985,10.1186/s12883-018-1050-3,Does burst-suppression achieve seizure control in refractory status epilepticus?,BMC neurology,2018,https://pubmed.ncbi.nlm.nih.gov/29679985/
29695997_Wang_2018,gold (carries answers),epilepsy,PMID,29695997,10.3389/fneur.2018.00243,The Anatomo-Electrical Network Underlying Hypermotor Seizures,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/29695997/
29740014_ReyesGarcia_2018,gold (carries answers),epilepsy,PMID,29740014,10.1038/s41598-018-25378-9,Different patterns of epileptiform-like activity are generated in the sclerotic hippocampus from patients with drug-resistant temporal lobe epilepsy,Scientific reports,2018,https://pubmed.ncbi.nlm.nih.gov/29740014/
29770117_Esterhuizen_2018,gold (carries answers),epilepsy,PMID,29770117,10.3389/fneur.2018.00276,Clinical Application of Epilepsy Genetics in Africa: Is Now the Time?,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/29770117/
29899532_Santhakumar_2018,gold (carries answers),epilepsy,PMID,29899532,10.1038/s41598-018-27029-5,Real Time Imaging and Dynamics of Hippocampal Zn(2+) under Epileptic Condition Using a Ratiometric Fluorescent Probe,Scientific reports,2018,https://pubmed.ncbi.nlm.nih.gov/29899532/
29927966_Shankar_2018,gold (carries answers),epilepsy,PMID,29927966,10.1371/journal.pone.0198261,Under representation of people with epilepsy and intellectual disability in research,PloS one,2018,https://pubmed.ncbi.nlm.nih.gov/29927966/
29934574_Holtmann_2018,gold (carries answers),epilepsy,PMID,29934574,10.1038/s41598-018-27914-z,Amygdala enlargement and emotional responses in (autoimmune) temporal lobe epilepsy,Scientific reports,2018,https://pubmed.ncbi.nlm.nih.gov/29934574/
29966017_Wilenius_2018,gold (carries answers),epilepsy,PMID,29966017,10.1371/journal.pone.0200073,A simple magnetoencephalographic auditory paradigm may aid in confirming left-hemispheric language dominance in epilepsy patients,PloS one,2018,https://pubmed.ncbi.nlm.nih.gov/29966017/
29977078_Suraev_2018,gold (carries answers),epilepsy,PMID,29977078,10.1038/s41598-018-28127-0,Composition and Use of Cannabis Extracts for Childhood Epilepsy in the Australian Community,Scientific reports,2018,https://pubmed.ncbi.nlm.nih.gov/29977078/
29979717_Jermakowicz_2018,gold (carries answers),epilepsy,PMID,29979717,10.1371/journal.pone.0199190,Ablation dynamics during laser interstitial thermal therapy for mesiotemporal epilepsy,PloS one,2018,https://pubmed.ncbi.nlm.nih.gov/29979717/
29991737_Cunha_2018,gold (carries answers),epilepsy,PMID,29991737,10.1038/s41598-018-28725-y,"Intrinsic and synaptic properties of hippocampal CA1 pyramidal neurons of the Wistar Audiogenic Rat (WAR) strain, a genetic model of epilepsy",Scientific reports,2018,https://pubmed.ncbi.nlm.nih.gov/29991737/
29997563_Aguilar_2018,gold (carries answers),epilepsy,PMID,29997563,10.3389/fneur.2018.00476,Genetically Epilepsy-Prone Rats Display Anxiety-Like Behaviors and Neuropsychiatric Comorbidities of Epilepsy,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/29997563/
30057567_Mäkelä_2018,gold (carries answers),epilepsy,PMID,30057567,10.3389/fneur.2018.00579,Clinical Management of Epilepsy With Glutamic Acid Decarboxylase Antibody Positivity: The Interplay Between Immunotherapy and Anti-epileptic Drugs,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/30057567/
30083127_Willems_2018,gold (carries answers),epilepsy,PMID,30083127,10.3389/fneur.2018.00569,"Efficacy, Retention, and Tolerability of Brivaracetam in Patients With Epileptic Encephalopathies: A Multicenter Cohort Study From Germany",Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/30083127/
30114263_Kalozoumi_2018,gold (carries answers),epilepsy,PMID,30114263,10.1371/journal.pone.0201742,Glial responses during epileptogenesis in Mus musculus point to potential therapeutic targets,PloS one,2018,https://pubmed.ncbi.nlm.nih.gov/30114263/
30116220_Matos_2018,gold (carries answers),epilepsy,PMID,30116220,10.3389/fneur.2018.00632,Rhythms of Core Clock Genes and Spontaneous Locomotor Activity in Post-Status Epilepticus Model of Mesial Temporal Lobe Epilepsy,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/30116220/
30131762_Nissen_2018,gold (carries answers),epilepsy,PMID,30131762,10.3389/fneur.2018.00647,Localization of the Epileptogenic Zone Using Interictal MEG and Machine Learning in a Large Cohort of Drug-Resistant Epilepsy Patients,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/30131762/
30213952_Zhang_2018,gold (carries answers),epilepsy,PMID,30213952,10.1038/s41598-018-31092-3,Postoperative seizure outcome and timing interval to start antiepileptic drug withdrawal: A retrospective observational study of non-neoplastic drug resistant epilepsy,Scientific reports,2018,https://pubmed.ncbi.nlm.nih.gov/30213952/
30236064_Lin_2018,gold (carries answers),epilepsy,PMID,30236064,10.1186/s12883-018-1157-6,Epileptic spasms in PPP1CB-associated Noonan-like syndrome: a case report with clinical and therapeutic implications,BMC neurology,2018,https://pubmed.ncbi.nlm.nih.gov/30236064/
30258398_Pamplona_2018,gold (carries answers),epilepsy,PMID,30258398,10.3389/fneur.2018.00759,Potential Clinical Benefits of CBD-Rich Cannabis Extracts Over Purified CBD in Treatment-Resistant Epilepsy: Observational Data Meta-analysis,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/30258398/
30271374_Shen_2018,gold (carries answers),epilepsy,PMID,30271374,10.3389/fneur.2018.00724,Overlapping Leigh Syndrome/Myoclonic Epilepsy With Ragged Red Fibres in an Adolescent Patient With a Mitochondrial DNA A8344G Mutation,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/30271374/
30297697_Beier_2018,gold (carries answers),epilepsy,PMID,30297697,10.1038/s41598-018-33282-5,Aberrant neuronal differentiation is common in glioma but is associated neither with epileptic seizures nor with better survival,Scientific reports,2018,https://pubmed.ncbi.nlm.nih.gov/30297697/
30319527_Esmaeili_2018,gold (carries answers),epilepsy,PMID,30319527,10.3389/fneur.2018.00793,Post-ictal Modulation of Baroreflex Sensitivity in Patients With Intractable Epilepsy,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/30319527/
30344505_Lin_2018,gold (carries answers),epilepsy,PMID,30344505,10.3389/fneur.2018.00829,Lateralization Value of Low Frequency Band Beamformer Magnetoencephalography Source Imaging in Temporal Lobe Epilepsy,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/30344505/
30344507_Bartolini_2018,gold (carries answers),epilepsy,PMID,30344507,10.3389/fneur.2018.00834,Detection of HHV-6 and EBV and Cytokine Levels in Saliva From Children With Seizures: Results of a Multi-Center Cross-Sectional Study,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/30344507/
30399183_Pfammatter_2018,gold (carries answers),epilepsy,PMID,30399183,10.1371/journal.pone.0207158,A predictive epilepsy index based on probabilistic classification of interictal spike waveforms,PloS one,2018,https://pubmed.ncbi.nlm.nih.gov/30399183/
30425677_Chen_2018,gold (carries answers),epilepsy,PMID,30425677,10.3389/fneur.2018.00891,A Retrospective Analysis of the Clinical Features of Inpatients With Epilepsy in the Ganzi Tibetan Autonomous Prefecture,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/30425677/
30429824_Yang_2018,gold (carries answers),epilepsy,PMID,30429824,10.3389/fneur.2018.00925,Inhibition of p38 MAPK Signaling Regulates the Expression of EAAT2 in the Brains of Epileptic Rats,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/30429824/
30446731_Kros_2018,gold (carries answers),epilepsy,PMID,30446731,10.1038/s41598-018-35285-8,Increased susceptibility to cortical spreading depression and epileptiform activity in a mouse model for FHM2,Scientific reports,2018,https://pubmed.ncbi.nlm.nih.gov/30446731/
30478263_Niriayo_2018,gold (carries answers),epilepsy,PMID,30478263,10.1038/s41598-018-35906-2,Treatment outcome and associated factors among patients with epilepsy,Scientific reports,2018,https://pubmed.ncbi.nlm.nih.gov/30478263/
30483204_Jiang_2018,gold (carries answers),epilepsy,PMID,30483204,10.3389/fneur.2018.00889,Determining the Quantitative Threshold of High-Frequency Oscillation Distribution to Delineate the Epileptogenic Zone by Automated Detection,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/30483204/
30524358_Chen_2018,gold (carries answers),epilepsy,PMID,30524358,10.3389/fneur.2018.00969,Serum Levels of Brain-Derived Neurotrophic Factor and Insulin-Like Growth Factor 1 Are Associated With Autonomic Dysfunction and Impaired Cerebral Autoregulation in Patients With Epilepsy,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/30524358/
30538668_Bouwen_2018,gold (carries answers),epilepsy,PMID,30538668,10.3389/fneur.2018.01004,The Impacts of Tumor and Tumor Associated Epilepsy on Subcortical Brain Structures and Long Distance Connectivity in Patients With Low Grade Glioma,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/30538668/
30559705_Arabi_2018,gold (carries answers),epilepsy,PMID,30559705,10.3389/fneur.2018.00995,Frequency and Stratification of Epileptogenic Lesions in Elderly With New Onset Seizures,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/30559705/
30596766_Odd_2018,gold (carries answers),epilepsy,PMID,30596766,10.1371/journal.pone.0210181,Associations between early term and late/post term infants and development of epilepsy: A cohort study,PloS one,2018,https://pubmed.ncbi.nlm.nih.gov/30596766/
30629669_Crans_2019,gold (carries answers),epilepsy,PMID,30629669,10.1371/journal.pone.0210567,The validation of Short Interspersed Nuclear Elements (SINEs) as a RT-qPCR normalization strategy in a rodent model for temporal lobe epilepsy,PloS one,2019,https://pubmed.ncbi.nlm.nih.gov/30629669/
30660202_Ninnoni_2019,gold (carries answers),epilepsy,PMID,30660202,10.1186/s12883-018-1235-9,"A qualitative study of the communication and information needs of people with learning disabilities and epilepsy with physicians, nurses and carers",BMC neurology,2019,https://pubmed.ncbi.nlm.nih.gov/30660202/
30669988_Han_2019,gold (carries answers),epilepsy,PMID,30669988,10.1186/s12883-019-1239-0,Role of t-PA and PAI-1 variants in temporal lobe epilepsy in Chinese Han population,BMC neurology,2019,https://pubmed.ncbi.nlm.nih.gov/30669988/
30671012_Huang_2018,gold (carries answers),epilepsy,PMID,30671012,10.3389/fneur.2018.01136,Characteristics of Seizure and Antiepileptic Drug Utilization in Outpatients With Autoimmune Encephalitis,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/30671012/
30687213_Falip_2018,gold (carries answers),epilepsy,PMID,30687213,10.3389/fneur.2018.01143,Hippocampus and Insula Are Targets in Epileptic Patients With Glutamic Acid Decarboxylase Antibodies,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/30687213/
30687222_Weber_2018,gold (carries answers),epilepsy,PMID,30687222,10.3389/fneur.2018.01168,Chorea-Acanthocytosis Presenting as Autosomal Recessive Epilepsy in a Family With a Novel VPS13A Mutation,Frontiers in neurology,2018,https://pubmed.ncbi.nlm.nih.gov/30687222/
30735541_Ozdemir_2019,gold (carries answers),epilepsy,PMID,30735541,10.1371/journal.pone.0211917,Identification of epilepsy related pathways using genome-wide DNA methylation measures: A trio-based approach,PloS one,2019,https://pubmed.ncbi.nlm.nih.gov/30735541/
30761061_Wang_2019,gold (carries answers),epilepsy,PMID,30761061,10.3389/fneur.2019.00001,Association Between HLA Genotype and Cutaneous Adverse Reactions to Antiepileptic Drugs Among Epilepsy Patients in Northwest China,Frontiers in neurology,2019,https://pubmed.ncbi.nlm.nih.gov/30761061/
30814971_Lin_2019,gold (carries answers),epilepsy,PMID,30814971,10.3389/fneur.2019.00025,The Different Clinical Features Between Autoimmune and Infectious Status Epilepticus,Frontiers in neurology,2019,https://pubmed.ncbi.nlm.nih.gov/30814971/
30889199_Feldman_2019,gold (carries answers),epilepsy,PMID,30889199,10.1371/journal.pone.0213642,7T MRI in epilepsy patients with previously normal clinical MRI exams compared against healthy controls,PloS one,2019,https://pubmed.ncbi.nlm.nih.gov/30889199/
30890997_Vilella_2019,gold (carries answers),epilepsy,PMID,30890997,10.3389/fneur.2019.00166,"Incidence, Recurrence, and Risk Factors for Peri-ictal Central Apnea and Sudden Unexpected Death in Epilepsy",Frontiers in neurology,2019,https://pubmed.ncbi.nlm.nih.gov/30890997/
30918286_Cela_2019,gold (carries answers),epilepsy,PMID,30918286,10.1038/s41598-019-41533-2,An Optogenetic Kindling Model of Neocortical Epilepsy,Scientific reports,2019,https://pubmed.ncbi.nlm.nih.gov/30918286/
30921410_KahnKirby_2019,gold (carries answers),epilepsy,PMID,30921410,10.1371/journal.pone.0214250,Targeting ferroptosis: A novel therapeutic strategy for the treatment of mitochondrial disease-related epilepsy,PloS one,2019,https://pubmed.ncbi.nlm.nih.gov/30921410/
30941098_Sambin_2019,gold (carries answers),epilepsy,PMID,30941098,10.3389/fneur.2019.00263,"Role of Epileptic Activity in Older Adults With Delirium, a Prospective Continuous EEG Study",Frontiers in neurology,2019,https://pubmed.ncbi.nlm.nih.gov/30941098/
30972009_Metcalf_2019,gold (carries answers),epilepsy,PMID,30972009,10.3389/fneur.2019.00277,Music-Enhanced Analgesia and Antiseizure Activities in Animal Models of Pain and Epilepsy: Toward Preclinical Studies Supporting Development of Digital Therapeutics and Their Combinations With Pharmaceutical Drugs,Frontiers in neurology,2019,https://pubmed.ncbi.nlm.nih.gov/30972009/
31001198_Sone_2019,gold (carries answers),epilepsy,PMID,31001198,10.3389/fneur.2019.00318,Similar and Differing Distributions Between (18)F-FDG-PET and Arterial Spin Labeling Imaging in Temporal Lobe Epilepsy,Frontiers in neurology,2019,https://pubmed.ncbi.nlm.nih.gov/31001198/
31053764_Gorjipour_2019,gold (carries answers),epilepsy,PMID,31053764,10.1038/s41598-019-43252-0,Hypoallergenic diet may control refractory epilepsy in allergic children: A quasi experimental study,Scientific reports,2019,https://pubmed.ncbi.nlm.nih.gov/31053764/
31057476_Mayoral_2019,gold (carries answers),epilepsy,PMID,31057476,10.3389/fneur.2019.00380,Epileptogenic Zone Localization With (18)FDG PET Using a New Dynamic Parametric Analysis,Frontiers in neurology,2019,https://pubmed.ncbi.nlm.nih.gov/31057476/
31089190_Junges_2019,gold (carries answers),epilepsy,PMID,31089190,10.1038/s41598-019-43871-7,The role that choice of model plays in predictions for epilepsy surgery,Scientific reports,2019,https://pubmed.ncbi.nlm.nih.gov/31089190/
