paper_id,role,stratum,identifier_type,identifier,doi,title,journal,year,url
PMC12960194,decoy (no answer),neurology_non_epilepsy,PMCID,PMC12960194,10.1177/03331024251365858,Reviewing the complex relationship between circadian rhythms and cluster headache,Cephalalgia : an international journal of headache,2025,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12960194/
PMC12960446,decoy (no answer),neurology_non_epilepsy,PMCID,PMC12960446,10.1007/s10548-026-01182-x,Migraine is Related to Multiple Sclerosis Brain Lesions in the Central Pain Network with Several Migraine Phenotypes Exhibiting Different Lesion Patterns,Brain topography,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12960446/
PMC12961808,decoy (no answer),neurology_non_epilepsy,PMCID,PMC12961808,10.1186/s10194-026-02313-2,"Elucidating biopsychosocial mechanisms in migraine: an integrative analytics approach combining genetics, neuroimaging, and machine learning",The journal of headache and pain,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12961808/
PMC12963193,decoy (no answer),neurology_non_epilepsy,PMCID,PMC12963193,10.1007/s10877-025-01395-8,Optic nerve sheath diameter as a real-time biomarker for epidural blood patch efficacy after post-dural puncture headache: a preliminary report,Journal of clinical monitoring and computing,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12963193/
PMC12966170,decoy (no answer),neurology_non_epilepsy,PMCID,PMC12966170,10.1097/JCMA.0000000000000562,The causal-effect of bed rest and post-dural puncture headache in patients receiving diagnostic lumbar puncture: A prospective cohort study,Journal of the Chinese Medical Association : JCMA,2021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12966170/
PMC12967374,decoy (no answer),neurology_non_epilepsy,PMCID,PMC12967374,10.1177/10538127251391088,Validity of the HALO(TM) digital goniometer for measuring cervical range of motion: A comparative study with the cervical range of Motion(TM) device,Journal of back and musculoskeletal rehabilitation,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12967374/
PMC12976438,decoy (no answer),surgery_derm_id,PMCID,PMC12976438,10.4314/mmj.v37i4.4,Contact Dermatitis among Hospital Cleaners in Dar es Salaam: Prevalence and Associated Factors,Malawi medical journal : the journal of Medical Association of Malawi,2025,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12976438/
PMC12978985,decoy (no answer),neurology_non_epilepsy,PMCID,PMC12978985,10.1055/s-0046-1817029,Sleep psychoeducation strategies for patients with chronic migraine and sleep quality complaints,Arquivos de neuro-psiquiatria,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12978985/
PMC12992181,decoy (no answer),neurology_non_epilepsy,PMCID,PMC12992181,10.1111/jrh.70132,"Rural specialty care for Veterans with the chronic overlapping pain conditions: Fibromyalgia, migraine, or irritable bowel syndrome",The Journal of rural health : official journal of the American Rural Health Association and the National Rural Health Care Association,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12992181/
PMC12999769,decoy (no answer),neurology_non_epilepsy,PMCID,PMC12999769,10.1007/s12325-025-03428-9,The Role of Income and Health Insurance on Migraine Care: Results of the OVERCOME (US) Study,Advances in therapy,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12999769/
PMC13001660,decoy (no answer),neurology_non_epilepsy,PMCID,PMC13001660,10.7717/peerj.20925,Restless legs syndrome and sleep quality in children with migraine and tension-type headache,PeerJ,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13001660/
PMC13002859,decoy (no answer),surgery_derm_id,PMCID,PMC13002859,10.3389/fimmu.2026.1714515,Psoriasis: microbiome dysbiosis and pathogenic mechanisms,Frontiers in immunology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13002859/
PMC13003194,decoy (no answer),surgery_derm_id,PMCID,PMC13003194,10.1111/1756-185x.70614,Inflammatory Bowel Disease in Patients With Atopic Dermatitis and Allergic Rhinitis: A Nationwide Case-Control Study,International journal of rheumatic diseases,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13003194/
PMC13003975,decoy (no answer),surgery_derm_id,PMCID,PMC13003975,10.2147/IJN.S572134,"Advances in the Prevention and Treatment of Radiation Skin Injury: Mechanisms, Pharmacological Interventions, and Applications of Novel Dressings",International journal of nanomedicine,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13003975/
PMC13004745,decoy (no answer),neurology_non_epilepsy,PMCID,PMC13004745,10.1007/s00482-024-00859-1,[The Cluster Headache Impact Questionnaire : Measuring headache-related impairment in cluster headache patients],"Schmerz (Berlin, Germany)",2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13004745/
PMC13007102,decoy (no answer),surgery_derm_id,PMCID,PMC13007102,10.1136/bmjopen-2025-110921,Applying medical hypnosis in the management of atopic dermatitis in children and young adolescents: study protocol for a pilot cluster randomised controlled trial (Hypno-AD),BMJ open,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13007102/
PMC13008142,decoy (no answer),surgery_derm_id,PMCID,PMC13008142,10.1097/MD.0000000000048114,Psoriasis to psoriatic arthritis in terms of complement proteins: A single center experience,Medicine,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13008142/
PMC13008189,decoy (no answer),surgery_derm_id,PMCID,PMC13008189,10.1097/MD.0000000000048111,The sliding cupping therapy as an alternative strategy for treating plaque psoriasis: A randomized controlled trial,Medicine,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13008189/
PMC13008219,decoy (no answer),surgery_derm_id,PMCID,PMC13008219,10.1097/MD.0000000000044474,Increased risk of stroke in patients with psoriasis: A systematic review and meta-analysis,Medicine,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13008219/
PMC13008221,decoy (no answer),surgery_derm_id,PMCID,PMC13008221,10.1097/MD.0000000000048158,A case report of post-traumatic eczema of the breast mimicking breast cancer: A diagnostic challenge,Medicine,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13008221/
PMC13009468,decoy (no answer),surgery_derm_id,PMCID,PMC13009468,10.1038/s41598-026-38565-w,Excess cardiovascular morbidity in psoriatic arthritis and cardioprotective effects of biologic dmards: a propensity-matched analysis,Scientific reports,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13009468/
PMC13011382,decoy (no answer),neurology_non_epilepsy,PMCID,PMC13011382,10.1186/s12916-026-04692-4,Maternal migraine and offspring ADHD: triangulating the evidence,BMC medicine,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13011382/
PMC13012911,decoy (no answer),surgery_derm_id,PMCID,PMC13012911,10.3389/fendo.2026.1788526,The night matters: sleep quality and evening chronotype associated with clinical severity of psoriasis,Frontiers in endocrinology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13012911/
PMC13013609,decoy (no answer),surgery_derm_id,PMCID,PMC13013609,10.1038/s41433-026-04274-x,Biologic therapy is associated with reduced ocular disease in psoriasis: a real-world study,"Eye (London, England)",2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13013609/
PMC13014201,decoy (no answer),surgery_derm_id,PMCID,PMC13014201,10.1001/jamanetworkopen.2026.2962,Atopic Dermatitis and Markers of Early Cardiovascular Risk in Children and Adolescents,JAMA network open,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13014201/
PMC13014435,decoy (no answer),surgery_derm_id,PMCID,PMC13014435,10.1111/jdv.70155,"Long-term safety and efficacy of secukinumab in paediatric severe plaque psoriasis: 236-week, Phase 3 trial results",Journal of the European Academy of Dermatology and Venereology : JEADV,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13014435/
PMC13017544,decoy (no answer),neurology_non_epilepsy,PMCID,PMC13017544,10.1093/brain/awaf284,Activation and sensitization of meningeal nociceptors by PACAP-38: implications for migraine headache,Brain : a journal of neurology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13017544/
PMC13017793,decoy (no answer),surgery_derm_id,PMCID,PMC13017793,10.3389/fimmu.2026.1722103,Drug development in psoriatic arthritis: a trialtrove-based landscape analysis (1999-2025),Frontiers in immunology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13017793/
PMC13017802,decoy (no answer),surgery_derm_id,PMCID,PMC13017802,10.3389/fimmu.2026.1706701,Spatial transcriptomic profiling reveals body site-specific inflammatory differences in psoriasis lesions,Frontiers in immunology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13017802/
PMC13017992,decoy (no answer),surgery_derm_id,PMCID,PMC13017992,10.1007/s40259-025-00762-w,The Role of OX40 Pathway Inhibition as a New Therapeutic Strategy for Atopic Dermatitis,"BioDrugs : clinical immunotherapeutics, biopharmaceuticals and gene therapy",2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13017992/
PMC13019701,decoy (no answer),surgery_derm_id,PMCID,PMC13019701,10.3389/fimmu.2026.1744370,Presence of autoantibodies targeting the shared epitope in rheumatoid arthritis and psoriatic arthritis,Frontiers in immunology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13019701/
PMC13020783,decoy (no answer),neurology_non_epilepsy,PMCID,PMC13020783,10.1371/journal.pone.0345374,Specific pre-injury migraine characteristics associated with worse concussion outcomes,PloS one,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13020783/
PMC13021661,decoy (no answer),surgery_derm_id,PMCID,PMC13021661,10.3389/fimmu.2026.1744951,"Super responders to biologic therapy in psoriasis: definitions, predictors, and implications for precision medicine",Frontiers in immunology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13021661/
PMC13021890,decoy (no answer),surgery_derm_id,PMCID,PMC13021890,10.3389/fimmu.2026.1791693,Machine learning meets psoriasis: identifying key lactylation biomarkers as potential targets for diagnosis and therapies,Frontiers in immunology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13021890/
PMC13022068,decoy (no answer),surgery_derm_id,PMCID,PMC13022068,10.1111/exd.70240,Molecular Markers Distinguishing Early-Stage Mycosis Fungoides From Atopic Dermatitis Skin Lesions,Experimental dermatology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13022068/
PMC13026647,decoy (no answer),surgery_derm_id,PMCID,PMC13026647,10.3390/ijms27062799,Molecular Mechanisms in Seborrheic Dermatitis-Systematic Review,International journal of molecular sciences,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13026647/
PMC13032463,decoy (no answer),neurology_non_epilepsy,PMCID,PMC13032463,10.1186/s10194-026-02296-0,SP1 recruits TET1 to mediate Kif1a demethylation and synaptic remodeling in a mouse model of chronic migraine,The journal of headache and pain,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13032463/
PMC13032955,decoy (no answer),surgery_derm_id,PMCID,PMC13032955,10.1007/s40257-026-01008-3,Expert Recommendations for the Diagnosis and Management of Chronic Hand Eczema in the United States,American journal of clinical dermatology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13032955/
PMC13033031,decoy (no answer),surgery_derm_id,PMCID,PMC13033031,10.1007/s40257-026-01007-4,"Radiotherapy-Induced Skin Fibrosis: Pathophysiology, Emerging Therapeutics, and the Role of Dermatology",American journal of clinical dermatology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13033031/
PMC13034115,decoy (no answer),surgery_derm_id,PMCID,PMC13034115,10.3892/mmr.2026.13852,Multi‑omics and their integration in psoriasis research (Review),Molecular medicine reports,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13034115/
PMC13034223,decoy (no answer),surgery_derm_id,PMCID,PMC13034223,10.1136/rmdopen-2025-006667,Comparative effectiveness and predictors of remission between adalimumab and ixekizumab in patients with psoriatic arthritis: findings from the 'AIRE' multicentre study,RMD open,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13034223/
PMC13034247,decoy (no answer),surgery_derm_id,PMCID,PMC13034247,10.1136/rmdopen-2025-006567,Increased synovial and entheseal fibroblast activation detected by (68)Ga-FAPI-PET/CT is associated with the development of psoriatic arthritis in psoriasis patients with arthralgia,RMD open,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13034247/
PMC13034314,decoy (no answer),surgery_derm_id,PMCID,PMC13034314,10.1136/rmdopen-2025-006338,Severe impairments in work ability among patients with axSpA and PsA: results from the RABBIT-SpA Register,RMD open,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13034314/
PMC13035099,decoy (no answer),neurology_non_epilepsy,PMCID,PMC13035099,10.1212/WNL.0000000000214863,"Eptinezumab With Patient Education for Chronic Migraine and Medication-Overuse Headache: The Randomized, Placebo-Controlled RESOLUTION Trial",Neurology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13035099/
PMC13035235,decoy (no answer),surgery_derm_id,PMCID,PMC13035235,10.1371/journal.pntd.0014100,Descriptions of the natural history of erythema nodosum leprosum to inform clinical classification - A semi-systematic review,PLoS neglected tropical diseases,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13035235/
PMC13036197,decoy (no answer),surgery_derm_id,PMCID,PMC13036197,10.3389/fimmu.2026.1740000,Pustular psoriasis flare following COVID-19 infection: a case report and literature review,Frontiers in immunology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13036197/
PMC13036618,decoy (no answer),neurology_non_epilepsy,PMCID,PMC13036618,10.22514/jofph.2026.015,Climatic sensitivity of migraine: a 14-year time series analysis of primary care consultations in Spain,Journal of oral & facial pain and headache,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13036618/
PMC13036623,decoy (no answer),neurology_non_epilepsy,PMCID,PMC13036623,10.22514/jofph.2026.029,Benchmark evaluation of large language models for clinical decision support in headache management,Journal of oral & facial pain and headache,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13036623/
PMC13036789,decoy (no answer),neurology_non_epilepsy,PMCID,PMC13036789,10.31083/RN45618,Optimizing Chronic Migraine Care: The Impact of Advanced Practice Nurse Involvement in OnabotulinumtoxinA Administration,Revista de neurologia,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13036789/
PMC13040410,decoy (no answer),surgery_derm_id,PMCID,PMC13040410,10.1111/cup.70064,Harnessing Digital Pathology Tools to Distinguish Hand Eczema From Palmar Psoriasis: A Quantitative Approach,Journal of cutaneous pathology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13040410/
PMC13040428,decoy (no answer),surgery_derm_id,PMCID,PMC13040428,10.1111/cup.70060,Bispecific Dual-Immune Checkpoint Inhibitor Associated Cutaneous Toxicity: A Report of Lorigerlimab Adverse Skin Reaction in Two Cancer Patients,Journal of cutaneous pathology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13040428/
PMC13041020,decoy (no answer),neurology_non_epilepsy,PMCID,PMC13041020,10.1186/s10194-026-02311-4,Cumulative adverse childhood experiences increase migraine risk in later life in China: evidence from CHARLS with mediation and Mendelian randomization,The journal of headache and pain,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13041020/
PMC13043743,decoy (no answer),surgery_derm_id,PMCID,PMC13043743,10.1038/s41598-026-41110-4,Self-reported respiratory allergic symptoms and eczema in schoolchildren in Peja region-west Kosovo,Scientific reports,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13043743/
PMC13044558,decoy (no answer),neurology_non_epilepsy,PMCID,PMC13044558,10.1111/head.15064,Effectiveness and tolerability of galcanezumab for migraine prevention in patients ≥65 years: A real-life multicenter study,Headache,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13044558/
PMC13044563,decoy (no answer),neurology_non_epilepsy,PMCID,PMC13044563,10.1111/head.70014,Reasons for patient reluctance to take preventive medications for migraine: Results of the OVERCOME (US) study,Headache,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13044563/
PMC13044567,decoy (no answer),neurology_non_epilepsy,PMCID,PMC13044567,10.1111/head.70043,Unmet treatment needs in migraine: Results of the OVERCOME (US) study,Headache,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13044567/
PMC13044571,decoy (no answer),neurology_non_epilepsy,PMCID,PMC13044571,10.1111/head.70047,Integrating gepants into clinical practice for the acute treatment of migraine,Headache,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13044571/
PMC13044821,decoy (no answer),surgery_derm_id,PMCID,PMC13044821,10.57264/cer-2025-0122,Health utility by Psoriasis Area and Severity Index response status after biologic induction therapy in Chinese patients with moderate to severe psoriasis,Journal of comparative effectiveness research,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13044821/
PMC13046119,decoy (no answer),surgery_derm_id,PMCID,PMC13046119,10.1371/journal.pone.0345570,Assessing the reliability and quality of content on social media regarding biologic therapies for psoriasis: A cross-sectional content analysis,PloS one,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13046119/
PMC13046651,decoy (no answer),surgery_derm_id,PMCID,PMC13046651,10.1007/s00508-026-02718-8,"[Consensus statement of the Austrian Society for Rheumatology and Rehabilitation on the management of increased cardiovascular risk in rheumatoid arthritis, psoriatic arthritis and spondyloarthritis]",Wiener klinische Wochenschrift,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13046651/
PMC13046883,decoy (no answer),surgery_derm_id,PMCID,PMC13046883,10.1111/jocd.70828,Classification of High Curl Pattern Hair: A Systematic Review and Clinical Perspective,Journal of cosmetic dermatology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13046883/
PMC13050734,decoy (no answer),internal_medicine,PMCID,PMC13050734,10.3389/fimmu.2026.1769625,Integrated pro-resolving mechanisms: a new dimension for optimizing anti-inflammatory therapy in asthma - a review of impaired inflammation resolution in airway remodeling,Frontiers in immunology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13050734/
PMC13050885,decoy (no answer),internal_medicine,PMCID,PMC13050885,10.3389/fimmu.2026.1775111,Individualized precision therapy for severe asthma: clinical applications of biological agents and frontiers of cell therapy,Frontiers in immunology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13050885/
PMC13051116,decoy (no answer),internal_medicine,PMCID,PMC13051116,10.1177/17534666261436694,Prescriber adherence to asthma treatment guidelines and its impact on symptom control in Ethiopia: a mixed-methods study,Therapeutic advances in respiratory disease,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13051116/
PMC13052934,decoy (no answer),internal_medicine,PMCID,PMC13052934,10.1097/MD.0000000000048237,Could impulse oscillometry be an easy and practical test for differential diagnosis in healthy adults and patients with asthma and COPD?,Medicine,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13052934/
PMC13053172,decoy (no answer),surgery_derm_id,PMCID,PMC13053172,10.1111/iwj.70884,Alginate and Chitosan-Based Hydrogels for the Treatment of Radiation Dermatitis,International wound journal,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13053172/
PMC13053256,decoy (no answer),neurology_non_epilepsy,PMCID,PMC13053256,10.3389/fimmu.2026.1766322,Aberrant long-chain fatty acids metabolism and its interplay with immuno-inflammatory responses in relapsing-remitting multiple sclerosis,Frontiers in immunology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13053256/
PMC13053467,decoy (no answer),neurology_non_epilepsy,PMCID,PMC13053467,10.1007/s00415-026-13781-6,Dura mater enhancement on 3T MRI is associated with cortical lesion burden in multiple sclerosis,Journal of neurology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13053467/
PMC13053634,decoy (no answer),surgery_derm_id,PMCID,PMC13053634,10.1111/pai.70338,Residential greenness and atopic dermatitis in Japanese children: Findings from the TMM BirThree cohort study,Pediatric allergy and immunology : official publication of the European Society of Pediatric Allergy and Immunology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13053634/
PMC13053831,decoy (no answer),surgery_derm_id,PMCID,PMC13053831,10.1016/j.abd.2026.501327,A multicenter study by the Brazilian Society of Dermatology on a new standard patch test series,Anais brasileiros de dermatologia,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13053831/
PMC13053942,decoy (no answer),neurology_non_epilepsy,PMCID,PMC13053942,10.1155/bmri/5726771,Deep Learning Approaches for Multiple Sclerosis Detection in MRI Images,BioMed research international,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13053942/
PMC13054175,decoy (no answer),oncology_endo_cardio,PMCID,PMC13054175,10.25259/IJMR_1781_2025,Impact of the risk-treatment paradox on in-hospital and long-term outcomes in patients with very high-risk non-ST-elevation acute coronary syndrome,The Indian journal of medical research,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13054175/
PMC13054517,decoy (no answer),neurology_non_epilepsy,PMCID,PMC13054517,10.1155/humu/2426414,"Peripheral Immune and Metabolic Dysregulation in Migraine, Ménière's Disease, and Vestibular Migraine: A Single-Cell Atlas Study",Human mutation,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13054517/
PMC13055117,decoy (no answer),internal_medicine,PMCID,PMC13055117,10.1002/ajh.70262,Genetic Contribution to Asthma Informs Acute Chest Syndrome Pathophysiology and Risk Stratification,American journal of hematology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13055117/
PMC13055683,decoy (no answer),oncology_endo_cardio,PMCID,PMC13055683,10.1161/JAHA.125.044092,Long Troponin T to Separate Troponin Elevations Among Patients With Atrial Fibrillation Versus Myocardial Infarction,Journal of the American Heart Association,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13055683/
PMC13055719,decoy (no answer),oncology_endo_cardio,PMCID,PMC13055719,10.1161/JAHA.125.043615,Acid-Base Status During Venoarterial Extracorporeal Membrane Oxygenator Support in Patients With Cardiogenic Shock,Journal of the American Heart Association,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13055719/
PMC13055795,decoy (no answer),oncology_endo_cardio,PMCID,PMC13055795,10.1161/JAHA.125.047124,Impact of Coronary Artery Disease Extent on GRACE Risk Score Prognostic Performance After ST-Segment-Elevation Myocardial Infarction,Journal of the American Heart Association,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13055795/
PMC13055840,decoy (no answer),neurology_non_epilepsy,PMCID,PMC13055840,10.1161/JAHA.125.043409,Triptan Initiation and Cerebrovascular Events in Patients With Migraine: A Nationwide Cohort Study,Journal of the American Heart Association,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13055840/
PMC13057205,decoy (no answer),surgery_derm_id,PMCID,PMC13057205,10.1038/s41467-026-69587-7,Multi-modal skin atlas identifies a multicellular immune-stromal community associated with disrupted cornification and specific T cell expansion in atopic dermatitis,Nature communications,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13057205/
PMC13058455,decoy (no answer),neurology_non_epilepsy,PMCID,PMC13058455,10.1093/brain/awaf345,Granulocyte and astrocyte markers distinguish MOG-antibody disease and neuromyelitis optica from multiple sclerosis,Brain : a journal of neurology,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13058455/
PMC13058738,decoy (no answer),internal_medicine,PMCID,PMC13058738,10.1183/16000617.0179-2025,Prevalence of respiratory viruses in stable and acute asthma: a systematic review and meta-analysis,European respiratory review : an official journal of the European Respiratory Society,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13058738/
PMC13059061,decoy (no answer),surgery_derm_id,PMCID,PMC13059061,10.1111/ddg.70238x,"Palmoplantar pustulosis: pathogenesis, differential diagnosis, and treatment",Journal der Deutschen Dermatologischen Gesellschaft = Journal of the German Society of Dermatology : JDDG,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13059061/
PMC13059433,decoy (no answer),surgery_derm_id,PMCID,PMC13059433,10.25122/jml-2026-0013,"Correlations between Psoriasis Area and Severity Index (PASI), body mass index (BMI), smoking, and alcohol consumption in patients with psoriasis - a Romanian study",Journal of medicine and life,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13059433/
PMC13059845,decoy (no answer),oncology_endo_cardio,PMCID,PMC13059845,10.1136/bmjopen-2024-097495,Economic evaluation protocol for the PRevention Of sudden cardiac death aFter myocardial Infarction by Defibrillator implantation: the PROFID EHRA trial,BMJ open,2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13059845/
PMC13059954,decoy (no answer),surgery_derm_id,PMCID,PMC13059954,10.1136/rmdopen-2024-005143,Rheumatoid arthritis and psoriatic arthritis: is the disease impact different? A large matching study at diagnosis and after 1 year of treatment,RMD open,2025,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13059954/
PMC13060050,decoy (no answer),oncology_endo_cardio,PMCID,PMC13060050,10.1080/17435889.2026.2628309,Precise atorvastatin delivery by cardiac homing peptide functionalized nanoliposomes for myocardial damage repair after myocardial infarction,"Nanomedicine (London, England)",2026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13060050/
